Timestamp,Burst Size,Squished
0.013305902481079102,1,False
0.014241933822631836,2,False
0.014628887176513672,2,False
0.03602480888366699,1,False
0.037149906158447266,2,False
0.037184953689575195,2,False
0.03897714614868164,3,False
0.040103912353515625,3,False
0.05659604072570801,1,False
0.05802202224731445,2,False
0.05806589126586914,2,False
0.05938005447387695,3,False
0.07466292381286621,1,False
0.07703781127929688,2,False
0.07707595825195312,2,False
0.08258318901062012,3,False
0.0826268196105957,3,False
0.24213004112243652,1,False
0.25217199325561523,2,False
0.2528247833251953,2,False
0.2557339668273926,3,False
0.2557709217071533,3,False
0.25650691986083984,3,False
0.2576887607574463,4,False
0.2589728832244873,4,False
0.25914502143859863,4,False
0.2595357894897461,4,False
0.2617158889770508,5,False
0.2617528438568115,5,False
0.2617831230163574,5,False
0.2889409065246582,2,False
0.28943705558776855,2,False
0.29381299018859863,3,False
0.2943739891052246,3,False
0.2951829433441162,3,False
0.29701995849609375,4,False
0.3054070472717285,1,False
0.3064441680908203,2,False
0.3141300678253174,1,False
0.32152891159057617,1,False
0.3295300006866455,1,False
0.3322639465332031,2,False
0.3416440486907959,1,False
0.34256482124328613,2,False
0.34791088104248047,1,False
0.35307908058166504,2,False
0.3614180088043213,1,False
0.3640439510345459,2,False
0.36952710151672363,1,False
0.37589001655578613,1,False
0.38173484802246094,2,False
0.3866260051727295,1,False
0.3916921615600586,1,False
0.3991549015045166,1,False
0.40167689323425293,2,False
0.40599989891052246,1,False
0.4132270812988281,1,False
0.41877293586730957,1,False
0.41960597038269043,2,False
0.41964197158813477,2,False
0.427509069442749,1,False
0.4299168586730957,2,False
0.43948793411254883,1,False
0.44374585151672363,2,False
0.44382596015930176,2,False
0.4462449550628662,3,False
0.44628310203552246,3,False
0.45653796195983887,1,False
0.4603111743927002,2,False
0.4603579044342041,2,False
0.47012901306152344,1,False
0.4755558967590332,2,False
0.47971105575561523,2,False
0.4830920696258545,3,False
0.48374509811401367,3,False
0.495837926864624,1,False
0.49889683723449707,2,False
0.498931884765625,2,False
0.5072400569915771,1,False
0.5086159706115723,2,False
0.5129439830780029,1,False
0.5240027904510498,1,False
0.5254759788513184,2,False
0.5261809825897217,2,False
0.5299789905548096,1,False
0.5357949733734131,1,False
0.5411539077758789,1,False
0.5468149185180664,1,False
0.5532839298248291,1,False
0.5570220947265625,1,False
0.5643610954284668,1,False
0.5683839321136475,1,False
0.5732359886169434,1,False
0.5826067924499512,1,False
0.5834109783172607,2,False
0.5834519863128662,2,False
0.5838558673858643,3,False
0.5924088954925537,1,False
0.595707893371582,1,False
0.5998950004577637,1,False
0.6089978218078613,1,False
0.6098041534423828,2,False
0.6098489761352539,2,False
0.6153769493103027,1,False
0.6200289726257324,1,False
0.6268360614776611,1,False
0.6274950504302979,2,False
0.6312158107757568,1,False
0.6359708309173584,1,False
0.639244794845581,1,False
0.6460380554199219,1,False
0.6471900939941406,2,False
0.6541829109191895,1,False
0.6580288410186768,1,False
0.6617228984832764,1,False
0.6659159660339355,1,False
0.6706340312957764,1,False
